Gene	Lenth	Location1	Location2	GC
MCCC1-AS1	1553	chr3:182734043	chr3:182735596	0.42
LAMP3	41626	chr3:182840001	chr3:182881627	0.44
MCF2L2	250735	chr3:182895831	chr3:183146566	0.42
B3GNT5	45260	chr3:182971032	chr3:183016292	0.42
KLHL6	68158	chr3:183205319	chr3:183273477	0.45
KLHL6-AS1	3591	chr3:183266523	chr3:183270114	0.41
KLHL24	48909	chr3:183353356	chr3:183402265	0.39
YEATS2	114807	chr3:183415606	chr3:183530413	0.43
YEATS2-AS1	4326	chr3:183524245	chr3:183528571	0.47
MAP6D1	9718	chr3:183533664	chr3:183543382	0.55
PARL	55548	chr3:183547173	chr3:183602721	0.42
ABCC5	98081	chr3:183637722	chr3:183735803	0.45
ABCC5-AS1	5081	chr3:183724126	chr3:183729207	0.42
HTR3D	7825	chr3:183749332	chr3:183757157	0.47
HTR3C	7624	chr3:183770835	chr3:183778459	0.50
HTR3E-AS1	10060	chr3:183812906	chr3:183822966	0.46
HTR3E	9931	chr3:183814852	chr3:183824783	0.47
RP11-778D9.13	619	chr3:183850730	chr3:183851349	0.33
RP11-778D9.12	1219	chr3:183851807	chr3:183853026	0.53
EIF2B5	549720	chr3:183852826	chr3:184402546	0.50
DVL3	18222	chr3:183873176	chr3:183891398	0.53
AP2M1	9402	chr3:183892477	chr3:183901879	0.54
ABCF3	7989	chr3:183903811	chr3:183911800	0.52
VWA5B2	11900	chr3:183948217	chr3:183960117	0.58
ALG3	7247	chr3:183960089	chr3:183967336	0.51
ECE2	43381	chr3:183967438	chr3:184010819	0.51
CAMK2N2	2250	chr3:183977001	chr3:183979251	0.68
PSMD2	10345	chr3:184016497	chr3:184026842	0.49
EIF4G1	20863	chr3:184032283	chr3:184053146	0.53
FAM131A	10349	chr3:184053714	chr3:184064063	0.56
CLCN2	15466	chr3:184063973	chr3:184079439	0.55
POLR2H	6878	chr3:184079506	chr3:184086384	0.53
THPO	6209	chr3:184089723	chr3:184095932	0.51
CHRD	10663	chr3:184097861	chr3:184108524	0.59
RP11-433C9.2	38111	chr3:184119325	chr3:184157436	0.46
EIF2B5-AS1	10204	chr3:184264502	chr3:184274706	0.51
EPHB3	20625	chr3:184279572	chr3:184300197	0.58
MAGEF1	1680	chr3:184428156	chr3:184429836	0.54
RP11-329B9.4	4874	chr3:184451863	chr3:184456737	0.51
RP11-329B9.3	525	chr3:184459725	chr3:184460250	0.45
RP11-329B9.5	466	chr3:184460606	chr3:184461072	0.43
RP11-329B9.1	16766	chr3:184474177	chr3:184490943	0.52
VPS8	240471	chr3:184529931	chr3:184770402	0.38
C3orf70	74964	chr3:184795838	chr3:184870802	0.40
EHHADH-AS1	29084	chr3:184880659	chr3:184909743	0.43
EHHADH	91366	chr3:184908412	chr3:184999778	0.40
MAP3K13	206156	chr3:185000729	chr3:185206885	0.40
TMEM41A	22561	chr3:185194284	chr3:185216845	0.45
LIPH	46351	chr3:185224050	chr3:185270401	0.44
SENP2	51055	chr3:185300284	chr3:185351339	0.43
IGF2BP2	181317	chr3:185361527	chr3:185542844	0.43
C3orf65	17259	chr3:185430316	chr3:185447575	0.44
TRA2B	22230	chr3:185633694	chr3:185655924	0.39
ETV5	64010	chr3:185764097	chr3:185828107	0.43
ETV5-AS1	1777	chr3:185796959	chr3:185798736	0.44
DGKG	256569	chr3:185823457	chr3:186080026	0.45
RP11-78H24.1	10351	chr3:186158134	chr3:186168485	0.38
RP11-48F14.1	38679	chr3:186172771	chr3:186211450	0.42
RP11-48F14.2	1643	chr3:186194516	chr3:186196159	0.48
CRYGS	8261	chr3:186256230	chr3:186264491	0.37
TBCCD1	24470	chr3:186263862	chr3:186288332	0.41
DNAJB11	29869	chr3:186285192	chr3:186315061	0.41
AHSG	8395	chr3:186330712	chr3:186339107	0.48
FETUB	17172	chr3:186353758	chr3:186370930	0.41
RP11-134F2.2	24197	chr3:186359299	chr3:186383496	0.42
HRG	18024	chr3:186378005	chr3:186396029	0.44
RP11-573D15.8	43292	chr3:186435038	chr3:186478330	0.43
KNG1	26678	chr3:186435065	chr3:186461743	0.42
RP11-573D15.9	2399	chr3:186499569	chr3:186501968	0.48
EIF4A2	6695	chr3:186500994	chr3:186507689	0.42
RFC4	17178	chr3:186507669	chr3:186524847	0.40
RP11-573D15.3	10429	chr3:186525481	chr3:186535910	0.48
RP11-573D15.2	14641	chr3:186528669	chr3:186543310	0.49
ADIPOQ	15789	chr3:186560463	chr3:186576252	0.44
ADIPOQ-AS1	4237	chr3:186569675	chr3:186573912	0.47
ST6GAL1	148067	chr3:186648274	chr3:186796341	0.44
RPL39L	59960	chr3:186838736	chr3:186898696	0.42
RP11-208N14.4	10539	chr3:186914878	chr3:186925417	0.47
RTP1	3979	chr3:186915274	chr3:186919253	0.51
MASP1	73868	chr3:186935942	chr3:187009810	0.45
RTP4	3744	chr3:187086120	chr3:187089864	0.42
RP11-567G11.1	605	chr3:187166633	chr3:187167238	0.37
SST	1493	chr3:187386694	chr3:187388187	0.48
RTP2	4298	chr3:187416047	chr3:187420345	0.53
RP11-211G3.3	31536	chr3:187420101	chr3:187451637	0.44
BCL6	24350	chr3:187439165	chr3:187463515	0.48
RP11-211G3.2	1734	chr3:187461474	chr3:187463208	0.55
RP11-30O15.1	9071	chr3:187513975	chr3:187523046	0.43
RP11-44H4.1	13457	chr3:187650552	chr3:187664009	0.43
RP11-132N15.3	17632	chr3:187676563	chr3:187694195	0.42
RP11-132N15.1	6568	chr3:187715210	chr3:187721778	0.42
RP11-132N15.2	1706	chr3:187719488	chr3:187721194	0.43
RP11-430L16.1	39924	chr3:187824884	chr3:187864808	0.42
LPP-AS2	2851	chr3:187868994	chr3:187871845	0.48
LPP	737388	chr3:187871072	chr3:188608460	0.39
AC022498.1	2267	chr3:187896331	chr3:187898598	0.47
LPP-AS1	6428	chr3:188280026	chr3:188286454	0.36
TPRG1-AS1	5924	chr3:188659504	chr3:188665428	0.43
TPRG1	378090	chr3:188665003	chr3:189043093	0.39
TPRG1-AS2	1908	chr3:188956475	chr3:188958383	0.40
TP63	265863	chr3:189349205	chr3:189615068	0.37
LEPREL1	165709	chr3:189674517	chr3:189840226	0.38
LEPREL1-AS1	23882	chr3:189838753	chr3:189862635	0.38
CLDN1	16774	chr3:190023490	chr3:190040264	0.37
CLDN16	89602	chr3:190040330	chr3:190129932	0.37
TMEM207	21221	chr3:190146444	chr3:190167665	0.38
IL1RAP	144003	chr3:190231840	chr3:190375843	0.38
RP11-268E23.2	534	chr3:190377005	chr3:190377539	0.32
RP11-95L3.2	925	chr3:190415712	chr3:190416637	0.39
GMNC	39552	chr3:190570666	chr3:190610218	0.36
OSTN	66374	chr3:190917030	chr3:190983404	0.36
OSTN-AS1	21314	chr3:190931080	chr3:190952394	0.37
UTS2B	63368	chr3:190984957	chr3:191048325	0.40
CCDC50	69593	chr3:191046866	chr3:191116459	0.37
PYDC2	293	chr3:191178952	chr3:191179245	0.52
RP11-197K6.1	33032	chr3:191275113	chr3:191308145	0.34
RP11-655G22.1	6677	chr3:191747669	chr3:191754346	0.37
FGF12	628369	chr3:191857184	chr3:192485553	0.38
FGF12-AS1	45060	chr3:191955826	chr3:192000886	0.36
FGF12-AS2	1551	chr3:192232811	chr3:192234362	0.53
FGF12-AS3	4567	chr3:192234620	chr3:192239187	0.34
MB21D2	121346	chr3:192514604	chr3:192635950	0.43
RP11-143P4.2	32400	chr3:192862253	chr3:192894653	0.38
HRASLS	36613	chr3:192958914	chr3:192995527	0.38
ATP13A5	104053	chr3:192992579	chr3:193096632	0.39
ATP13A5-AS1	7118	chr3:193025033	chr3:193032151	0.42
ATP13A4	191034	chr3:193119866	chr3:193310900	0.39
ATP13A4-AS1	1875	chr3:193271002	chr3:193272877	0.39
OPA1	104679	chr3:193310933	chr3:193415612	0.37
OPA1-AS1	8728	chr3:193336398	chr3:193345126	0.34
RP11-528A4.2	1464	chr3:193560349	chr3:193561813	0.50
RP11-699L21.1	46287	chr3:193675161	chr3:193721448	0.44
RP11-699L21.2	25484	chr3:193698403	chr3:193723887	0.46
RP11-135A1.3	17613	chr3:193809350	chr3:193826963	0.48
RP11-135A1.2	585	chr3:193848405	chr3:193848990	0.50
HES1	2587	chr3:193853934	chr3:193856521	0.53
RP11-513G11.4	47137	chr3:193920805	chr3:193967942	0.45
RP11-513G11.3	10124	chr3:193965437	chr3:193975561	0.50
RP11-513G11.2	10686	chr3:193994471	chr3:194005157	0.52
LINC00887	16338	chr3:194014254	chr3:194030592	0.49
CPN2	11563	chr3:194060494	chr3:194072057	0.53
LRRC15	14496	chr3:194075976	chr3:194090472	0.53
GP5	4445	chr3:194115550	chr3:194119995	0.53
ATP13A3	95692	chr3:194123401	chr3:194219093	0.39
LINC00884	30825	chr3:194208183	chr3:194239008	0.45
TMEM44-AS1	6249	chr3:194304740	chr3:194310989	0.48
TMEM44	46016	chr3:194308402	chr3:194354418	0.51
AC046143.3	12478	chr3:194353652	chr3:194366130	0.48
RP11-534C12.1	159	chr3:194358234	chr3:194358393	0.41
LSG1	31689	chr3:194361517	chr3:194393206	0.42
FAM43A	3140	chr3:194406622	chr3:194409762	0.62
AC106706.1	1416	chr3:194426277	chr3:194427693	0.53
AC090505.6	73747	chr3:194429150	chr3:194502897	0.47
AC090505.4	3474	chr3:194485967	chr3:194489441	0.47
AC090505.1	4702	chr3:194548619	chr3:194553321	0.48
XXYLT1	202888	chr3:194789008	chr3:194991896	0.49
XXYLT1-AS1	1469	chr3:194815317	chr3:194816786	0.57
XXYLT1-AS2	4919	chr3:194868600	chr3:194873519	0.45
ACAP2	168342	chr3:194995465	chr3:195163807	0.38
PPP1R2	28988	chr3:195241221	chr3:195270209	0.39
AC091633.3	6529	chr3:195270871	chr3:195277400	0.45
APOD	15503	chr3:195295573	chr3:195311076	0.46
RP11-141C7.4	470	chr3:195366861	chr3:195367331	0.36
AC069513.4	2362	chr3:195382436	chr3:195384798	0.49
LINC00969	75489	chr3:195384933	chr3:195460422	0.48
MUC20	20241	chr3:195447753	chr3:195467994	0.51
MUC4	65512	chr3:195473636	chr3:195539148	0.54
AC124944.5	24211	chr3:195563064	chr3:195587275	0.49
TNK2	48581	chr3:195590235	chr3:195638816	0.58
TNK2-AS1	3181	chr3:195634947	chr3:195638128	0.68
AC124944.3	1937	chr3:195638920	chr3:195640857	0.49
RP11-352G9.1	605	chr3:195639949	chr3:195640554	0.45
RP11-480A16.1	3507	chr3:195676059	chr3:195679566	0.46
TFRC	55006	chr3:195754054	chr3:195809060	0.42
LINC00885	18254	chr3:195869507	chr3:195887761	0.48
ZDHHC19	13988	chr3:195924320	chr3:195938308	0.54
SLC51A	31691	chr3:195938358	chr3:195970049	0.49
PCYT1A	73735	chr3:195941093	chr3:196014828	0.47
RP11-447L10.1	69992	chr3:195975101	chr3:196045093	0.45
AC069257.8	1112	chr3:195977413	chr3:195978525	0.46
TCTEX1D2	27080	chr3:196018090	chr3:196045170	0.45
TM4SF19	22291	chr3:196042953	chr3:196065244	0.49
TM4SF19-AS1	7240	chr3:196045201	chr3:196052441	0.51
UBXN7	84812	chr3:196074533	chr3:196159345	0.42
UBXN7-AS1	2007	chr3:196158235	chr3:196160242	0.58
RNF168	34985	chr3:196195654	chr3:196230639	0.42
CTD-2002J20.1	593	chr3:196201672	chr3:196202265	0.37
SMCO1	8489	chr3:196233748	chr3:196242237	0.45
WDR53	14489	chr3:196281056	chr3:196295545	0.43
FBXO45	20448	chr3:196295482	chr3:196315930	0.41
LINC01063	1089	chr3:196358369	chr3:196359458	0.51
NRROS	22318	chr3:196366557	chr3:196388875	0.51
PIGX	96232	chr3:196366646	chr3:196462878	0.45
CEP19	6016	chr3:196433148	chr3:196439164	0.42
PAK2	92790	chr3:196466728	chr3:196559518	0.42
SENP5	66858	chr3:196594727	chr3:196661585	0.42
NCBP2	7195	chr3:196662273	chr3:196669468	0.44
NCBP2-AS1	2657	chr3:196666748	chr3:196669405	0.50
NCBP2-AS2	917	chr3:196669494	chr3:196670411	0.61
PIGZ	22717	chr3:196673214	chr3:196695931	0.49
MFI2	41195	chr3:196715492	chr3:196756687	0.56
MFI2-AS1	5284	chr3:196726331	chr3:196731615	0.62
DLG1	256740	chr3:196769431	chr3:197026171	0.37
DLG1-AS1	5495	chr3:197025123	chr3:197030618	0.46
AC128709.3	13262	chr3:197171932	chr3:197185194	0.48
AC128709.4	6327	chr3:197177198	chr3:197183525	0.47
AC128709.2	8700	chr3:197185276	chr3:197193976	0.47
RP13-616I3.1	1724	chr3:197232133	chr3:197233857	0.57
BDH1	63540	chr3:197236654	chr3:197300194	0.49
RP11-496H1.2	348	chr3:197372540	chr3:197372888	0.53
AC024560.2	5192	chr3:197387436	chr3:197392628	0.55
KIAA0226	78334	chr3:197398264	chr3:197476598	0.46
FYTTD1	50417	chr3:197464050	chr3:197514467	0.42
RP11-803P9.1	669	chr3:197516571	chr3:197517240	0.36
LRCH3	97210	chr3:197518097	chr3:197615307	0.41
AC055764.1	611	chr3:197557556	chr3:197558167	0.41
IQCG	71067	chr3:197615946	chr3:197687013	0.44
RPL35A	6623	chr3:197676858	chr3:197683481	0.45
LMLN	83520	chr3:197687071	chr3:197770591	0.40
LMLN-AS1	913	chr3:197765192	chr3:197766105	0.43
FAM157A	46649	chr3:197879237	chr3:197925886	0.44
ZNF595	34920	chr4:53179	chr4:88099	0.38
ZNF718	33393	chr4:124386	chr4:157779	0.38
ZNF732	34646	chr4:264464	chr4:299110	0.38
ZNF141	47050	chr4:331603	chr4:378653	0.40
RP11-2H3.6	419	chr4:409907	chr4:410326	0.31
ZNF721	73341	chr4:419604	chr4:492945	0.41
PIGG	40996	chr4:492989	chr4:533985	0.50
RP11-1263C18.1	532	chr4:567669	chr4:568201	0.33
PDE6B	45198	chr4:619373	chr4:664571	0.57
RP11-1191J2.2	2795	chr4:646639	chr4:649434	0.61
RP11-1191J2.5	736	chr4:654998	chr4:655734	0.52
ATP5I	1902	chr4:666225	chr4:668127	0.57
MYL5	8453	chr4:667369	chr4:675822	0.66
MFSD7	7612	chr4:675618	chr4:683230	0.65
PCGF3	64891	chr4:699537	chr4:764428	0.56
RP11-1191J2.4	1759	chr4:716064	chr4:717823	0.66
RP11-440L14.4	718	chr4:750810	chr4:751528	0.47
RP11-440L14.1	19462	chr4:756175	chr4:775637	0.51
AC139887.4	587	chr4:758275	chr4:758862	0.57
CPLX1	41241	chr4:778745	chr4:819986	0.55
RP11-440L14.3	712	chr4:830300	chr4:831012	0.61
GAK	83097	chr4:843064	chr4:926161	0.56
TMEM175	26269	chr4:926175	chr4:952444	0.52
DGKQ	28008	chr4:952675	chr4:980683	0.61
SLC26A1	14367	chr4:972861	chr4:987228	0.58
IDUA	17531	chr4:980785	chr4:998316	0.65
FGFRL1	16961	chr4:1003724	chr4:1020685	0.67
RP11-460I19.2	1294	chr4:1021466	chr4:1022760	0.66
RNF212	57312	chr4:1050038	chr4:1107350	0.49
RP11-20I20.2	19338	chr4:1107427	chr4:1126765	0.41
AC092535.3	2329	chr4:1145160	chr4:1147489	0.51
SPON2	42030	chr4:1160720	chr4:1202750	0.54
RP11-20I20.4	396	chr4:1161566	chr4:1161962	0.56
CTBP1	38505	chr4:1205236	chr4:1243741	0.61
CTBP1-AS2	38991	chr4:1243088	chr4:1282079	0.47
MAEA	50296	chr4:1283639	chr4:1333935	0.55
UVSSA	40783	chr4:1341054	chr4:1381837	0.59
CRIPAK	4440	chr4:1385340	chr4:1389780	0.48
NKX1-1	3399	chr4:1396720	chr4:1400119	0.69
RP13-1016M1.2	288	chr4:1552011	chr4:1552299	0.61
RP11-1398P2.1	6191	chr4:1575789	chr4:1581980	0.62
FAM53A	66387	chr4:1619642	chr4:1686029	0.57
SLBP	19755	chr4:1694527	chr4:1714282	0.47
RP11-572O17.1	801	chr4:1714548	chr4:1715349	0.61
TMEM129	5406	chr4:1717679	chr4:1723085	0.62
TACC3	23671	chr4:1723227	chr4:1746898	0.56
FGFR3	15565	chr4:1795034	chr4:1810599	0.66
LETM1	44768	chr4:1813206	chr4:1857974	0.54
WHSC1	110783	chr4:1873151	chr4:1983934	0.47
NELFA	59189	chr4:1984441	chr4:2043630	0.48
C4orf48	2008	chr4:2043689	chr4:2045697	0.69
NAT8L	9577	chr4:2061239	chr4:2070816	0.66
POLN	170203	chr4:2073645	chr4:2243848	0.44
RP11-317B7.3	1385	chr4:2141400	chr4:2142785	0.46
HAUS3	14700	chr4:2229191	chr4:2243891	0.37
MXD4	14862	chr4:2249159	chr4:2264021	0.63
ZFYVE28	149081	chr4:2271309	chr4:2420390	0.53
RP11-478C1.7	23505	chr4:2297311	chr4:2320816	0.50
RP11-503N18.1	31386	chr4:2420701	chr4:2452087	0.55
RP11-503N18.3	12968	chr4:2451700	chr4:2464668	0.55
RNF4	163100	chr4:2463947	chr4:2627047	0.47
FAM193A	107304	chr4:2626988	chr4:2734292	0.45
TNIP2	14728	chr4:2743375	chr4:2758103	0.54
SH3BP2	48075	chr4:2794750	chr4:2842825	0.59
ADD1	86219	chr4:2845584	chr4:2931803	0.45
MFSD10	4298	chr4:2932288	chr4:2936586	0.68
NOP14-AS1	26839	chr4:2936626	chr4:2963465	0.51
NOP14	25452	chr4:2939660	chr4:2965112	0.50
GRK4	77139	chr4:2965335	chr4:3042474	0.46
HTT-AS	11043	chr4:3065198	chr4:3076241	0.50
HTT	169268	chr4:3076408	chr4:3245676	0.46
MSANTD1	27369	chr4:3246096	chr4:3273465	0.57
RGS12	146885	chr4:3294755	chr4:3441640	0.51
HGFAC	7597	chr4:3443614	chr4:3451211	0.67
DOK7	38167	chr4:3465033	chr4:3503200	0.63
LRPAP1	26183	chr4:3508103	chr4:3534286	0.58
AL590235.1	155	chr4:3511523	chr4:3511678	0.50
RP11-529E10.7	4241	chr4:3546282	chr4:3550523	0.48
LINC00955	13842	chr4:3578596	chr4:3592438	0.49
RP3-368B9.2	946	chr4:3634756	chr4:3635702	0.61
RP3-513G18.2	4262	chr4:3675320	chr4:3679582	0.58
AC141928.1	4642	chr4:3760475	chr4:3765117	0.57
ADRA2C	2176	chr4:3768075	chr4:3770251	0.70
OTOP1	38086	chr4:4190530	chr4:4228616	0.46
TMEM128	12681	chr4:4237269	chr4:4249950	0.42
LYAR	22468	chr4:4269428	chr4:4291896	0.44
ZBTB49	31589	chr4:4291924	chr4:4323513	0.44
RP11-265O12.1	12220	chr4:4323689	chr4:4335909	0.49
NSG1	70918	chr4:4349867	chr4:4420785	0.51
STX18	126604	chr4:4417469	chr4:4544073	0.41
STX18-AS1	168807	chr4:4543858	chr4:4712665	0.46
RP11-326I19.3	6390	chr4:4846164	chr4:4852554	0.52
MSX1	4270	chr4:4861393	chr4:4865663	0.57
CYTL1	4886	chr4:5016313	chr4:5021199	0.43
STK32B	449556	chr4:5053169	chr4:5502725	0.43
C4orf6	3232	chr4:5526296	chr4:5529528	0.45
EVC2	166776	chr4:5544499	chr4:5711275	0.45
EVC	117848	chr4:5712924	chr4:5830772	0.48
CRMP1	144974	chr4:5749811	chr4:5894785	0.49
C4orf50	32700	chr4:5958845	chr4:5991545	0.48
JAKMIP1	174392	chr4:6027926	chr4:6202318	0.49
RP11-586D19.1	37584	chr4:6202460	chr4:6240044	0.47
RP11-586D19.2	4321	chr4:6204055	chr4:6208376	0.48
RP11-1406H17.1	496	chr4:6241168	chr4:6241664	0.54
WFS1	33416	chr4:6271576	chr4:6304992	0.57
PPP2R2C	243022	chr4:6322305	chr4:6565327	0.51
MAN2B2	48187	chr4:6576902	chr4:6625089	0.55
MRFAP1	2654	chr4:6641818	chr4:6644472	0.53
RP11-539L10.3	3105	chr4:6672452	chr4:6675557	0.54
AC093323.3	2596	chr4:6675178	chr4:6677774	0.54
RP11-539L10.2	3071	chr4:6689175	chr4:6692246	0.56
AC093323.1	407	chr4:6693782	chr4:6694189	0.49
S100P	4101	chr4:6694796	chr4:6698897	0.53
MRFAP1L1	2179	chr4:6709428	chr4:6711607	0.45
BLOC1S4	1545	chr4:6717842	chr4:6719387	0.54
KIAA0232	102795	chr4:6783102	chr4:6885897	0.42
TBC1D14	123876	chr4:6910969	chr4:7034845	0.49
RP11-367J11.2	15677	chr4:7032281	chr4:7047958	0.53
CCDC96	2149	chr4:7042579	chr4:7044728	0.58
TADA2B	16053	chr4:7043626	chr4:7059679	0.57
GRPEL1	9291	chr4:7060633	chr4:7069924	0.48
RP11-367J11.3	8814	chr4:7096298	chr4:7105112	0.49
SORCS2	550289	chr4:7194265	chr4:7744554	0.54
PSAPL1	4678	chr4:7432022	chr4:7436700	0.61
AFAP1-AS1	24838	chr4:7755817	chr4:7780655	0.53
AFAP1	181212	chr4:7760441	chr4:7941653	0.46
AC097381.1	1294	chr4:7940728	chr4:7942022	0.71
ABLIM2	193520	chr4:7967039	chr4:8160559	0.54
RP11-338K13.1	461	chr4:8024392	chr4:8024853	0.51
RP11-1258F18.1	1196	chr4:8068255	chr4:8069451	0.55
SH3TC1	59731	chr4:8183799	chr4:8243530	0.57
HTRA3	37346	chr4:8271492	chr4:8308838	0.56
RP11-774O3.2	3687	chr4:8321903	chr4:8325590	0.50
RP11-774O3.1	3686	chr4:8322006	chr4:8325692	0.49
RP11-774O3.3	3248	chr4:8356817	chr4:8360065	0.45
ACOX3	74441	chr4:8368009	chr4:8442450	0.52
TRMT44	57391	chr4:8437867	chr4:8495258	0.49
RP11-689P11.3	1532	chr4:8455137	chr4:8456669	0.48
RP11-689P11.2	30340	chr4:8483997	chr4:8514337	0.52
GPR78	61034	chr4:8560452	chr4:8621486	0.54
CPZ	27101	chr4:8594387	chr4:8621488	0.58
RP11-1338A24.1	636	chr4:8747123	chr4:8747759	0.53
HMX1	25741	chr4:8847802	chr4:8873543	0.59
FAM90A26	6318	chr4:9172135	chr4:9178453	0.54
USP17L13	15831	chr4:9212383	chr4:9228214	0.50
USP17L10	1592	chr4:9212383	chr4:9213975	0.52
USP17L11	1592	chr4:9217131	chr4:9218723	0.52
USP17L12	1592	chr4:9221878	chr4:9223470	0.52
USP17L15	1589	chr4:9236111	chr4:9237700	0.52
USP17L17	1592	chr4:9245605	chr4:9247197	0.52
USP17L18	1592	chr4:9250356	chr4:9251948	0.52
USP17L19	1592	chr4:9255104	chr4:9256696	0.52
USP17L20	1592	chr4:9259850	chr4:9261442	0.52
USP17L21	1592	chr4:9264598	chr4:9266190	0.52
USP17L22	1592	chr4:9269345	chr4:9270937	0.52
USP17L23	550	chr4:9274090	chr4:9274640	0.55
USP17L24	1592	chr4:9326891	chr4:9328483	0.52
USP17L25	1592	chr4:9331637	chr4:9333229	0.52
USP17L26	1592	chr4:9336384	chr4:9337976	0.52
USP17L5	1592	chr4:9341129	chr4:9342721	0.52
USP17L27	1592	chr4:9345874	chr4:9347466	0.52
USP17L28	1592	chr4:9350619	chr4:9352211	0.52
USP17L29	1592	chr4:9355364	chr4:9356956	0.52
USP17L30	1592	chr4:9364855	chr4:9366447	0.52
RP11-1396O13.13	4966	chr4:9385743	chr4:9390709	0.36
DEFB131	5980	chr4:9446260	chr4:9452240	0.34
SLC2A9	283783	chr4:9772777	chr4:10056560	0.45
DRD5	2374	chr4:9783258	chr4:9785632	0.59
RP13-560N11.1	1332	chr4:9924438	chr4:9925770	0.54
RP11-448G15.1	3243	chr4:10008106	chr4:10011349	0.46
WDR1	42610	chr4:10075963	chr4:10118573	0.55
ZNF518B	17536	chr4:10441498	chr4:10459034	0.42
CLNK	198470	chr4:10488019	chr4:10686489	0.42
RP11-61G19.1	12658	chr4:10686627	chr4:10699285	0.41
HS3ST1	36615	chr4:11394774	chr4:11431389	0.44
RP11-281P23.1	8946	chr4:11470874	chr4:11479820	0.38
RP11-281P23.2	188244	chr4:11627338	chr4:11815582	0.38
RP11-74M11.2	28520	chr4:11742572	chr4:11771092	0.35
RP11-1J7.1	5021	chr4:11916291	chr4:11921312	0.42
RP11-168E17.1	27835	chr4:12225075	chr4:12252910	0.37
RP11-22A3.2	5860	chr4:12860725	chr4:12866585	0.36
RP11-22A3.1	1096	chr4:12949198	chr4:12950294	0.46
RAB28	123011	chr4:13362978	chr4:13485989	0.36
NKX3-2	4220	chr4:13542454	chr4:13546674	0.63
LINC01096	1726	chr4:13547699	chr4:13549425	0.55
BOD1L1	58985	chr4:13570362	chr4:13629347	0.39
RP11-341G5.1	321896	chr4:13656803	chr4:13978699	0.40
AC007126.1	4780	chr4:13779001	chr4:13783781	0.42
LINC01085	28084	chr4:14113592	chr4:14141676	0.40
RP11-669M16.2	8656	chr4:14136560	chr4:14145216	0.38
RP11-669M16.1	78358	chr4:14166079	chr4:14244437	0.38
AC006296.1	25955	chr4:14384747	chr4:14410702	0.39
AC006296.2	3553	chr4:14392063	chr4:14395616	0.42
LINC00504	417704	chr4:14472089	chr4:14889793	0.39
CPEB2-AS1	92084	chr4:14911585	chr4:15003669	0.37
CPEB2	67479	chr4:15004298	chr4:15071777	0.35
RP11-665G4.1	422972	chr4:15006566	chr4:15429538	0.39
C1QTNF7	106348	chr4:15341442	chr4:15447790	0.41
RP11-484O2.1	61891	chr4:15359765	chr4:15421656	0.41
CC2D2A	131691	chr4:15471489	chr4:15603180	0.40
RP11-799M12.2	555	chr4:15565321	chr4:15565876	0.46
FBXL5	77140	chr4:15606162	chr4:15683302	0.38
FAM200B	23903	chr4:15683285	chr4:15707188	0.41
BST1	35363	chr4:15704573	chr4:15739936	0.44
CD38	74955	chr4:15779898	chr4:15854853	0.41
FGFBP1	3171	chr4:15937192	chr4:15940363	0.46
FGFBP2	9066	chr4:15961866	chr4:15970932	0.45
PROM1	121302	chr4:15964699	chr4:16086001	0.43
TAPT1	66905	chr4:16162128	chr4:16229033	0.39
RP11-452J21.2	4181	chr4:16180562	chr4:16184743	0.36
TAPT1-AS1	93477	chr4:16228286	chr4:16321763	0.41
RP11-446J8.1	111757	chr4:16402053	chr4:16513810	0.40
LDB2	397268	chr4:16503164	chr4:16900432	0.40
RP11-141E13.1	100628	chr4:16974898	chr4:17075526	0.41
RP11-576E20.1	14302	chr4:17173380	chr4:17187682	0.40
QDPR	51973	chr4:17461884	chr4:17513857	0.45
CLRN2	11939	chr4:17516788	chr4:17528727	0.43
LAP3	30780	chr4:17578815	chr4:17609595	0.44
AC006160.5	27104	chr4:17589090	chr4:17616194	0.44
MED28	19474	chr4:17616254	chr4:17635728	0.45
FAM184B	152206	chr4:17630929	chr4:17783135	0.44
DCAF16	10103	chr4:17802278	chr4:17812381	0.39
NCAPG	33960	chr4:17812525	chr4:17846485	0.35
LCORL	180677	chr4:17842822	chr4:18023499	0.36
RP11-608B3.1	1446	chr4:18489685	chr4:18491131	0.45
RP11-3J1.1	284659	chr4:19173958	chr4:19458617	0.36
RP11-608O21.1	454256	chr4:19457059	chr4:19911315	0.37
RP11-94H6.1	7412	chr4:19748802	chr4:19756214	0.36
SLIT2	367301	chr4:20254883	chr4:20622184	0.36
PACRGL	56625	chr4:20697905	chr4:20754530	0.38
KCNIP4	1220183	chr4:20730239	chr4:21950422	0.38
RP11-362J17.1	564	chr4:20768431	chr4:20768995	0.37
RP11-120A1.1	11943	chr4:21306165	chr4:21318108	0.40
RP11-556G22.3	31632	chr4:21583719	chr4:21615351	0.36
RP11-556G22.2	21576	chr4:21699073	chr4:21720649	0.37
RP11-17E2.2	381315	chr4:21950638	chr4:22331953	0.38
GPR125	170983	chr4:22346694	chr4:22517677	0.39
RP11-412P11.1	59311	chr4:22999174	chr4:23058485	0.36
RP11-552M14.1	17985	chr4:23107125	chr4:23125110	0.38
RP11-453O5.1	50948	chr4:23236248	chr4:23287196	0.36
RP11-380P13.1	207729	chr4:23562546	chr4:23770275	0.38
RP11-380P13.2	10317	chr4:23724885	chr4:23735202	0.43
